Competition Name,Sport Name,Event (Weight Category),Gender,Match Date,Athlete 1 Name,Athlete 1 Country,Result 1,Result Value 1,Athlete 2 Name,Athlete 2 Country,Result 2,Result Value 2
Princess Auto Elite 10,Curling,Team,Men,9/26/18,Brad Gushue,CAN,WON,4,Jason Gunnlaugson,CAN,LOST,1
Princess Auto Elite 10,Curling,Team,Men,9/26/18,Reid Carruthers,CAN,WON,4,Brad Jacobs,CAN,LOST,3
Princess Auto Elite 10,Curling,Team,Men,9/26/18,John Epping,CAN,WON,5,Glenn Howard,CAN,LOST,1
Princess Auto Elite 10,Curling,Team,Men,9/27/18,Niklas Edin,SWE,LOST,1,Ross Paterson,SCO,WON,4
Princess Auto Elite 10,Curling,Team,Men,9/27/18,Bruce Mouat,SCO,WON,4,Jason Gunnlaugson,CAN,LOST,2
Princess Auto Elite 10,Curling,Team,Men,9/27/18,Kevin Koe,CAN,WON,3,Brad Jacobs,CAN,LOST,0
Princess Auto Elite 10,Curling,Team,Men,9/27/18,Brad Gushue,CAN,LOST,2,Glenn Howard,CAN,WON,3
Princess Auto Elite 10,Curling,Team,Men,9/27/18,Bruce Mouat,SCO,LOST,3,John Epping,CAN,WON,5
Princess Auto Elite 10,Curling,Team,Men,9/27/18,Jason Gunnlaugson,CAN,LOST,1,Glenn Howard,CAN,WON,4
Princess Auto Elite 10,Curling,Team,Men,9/27/18,Niklas Edin,SWE,LOST,1,Kevin Koe,CAN,WON,4
Princess Auto Elite 10,Curling,Team,Men,9/27/18,Reid Carruthers,CAN,WON,5,Ross Paterson,SCO,LOST,2
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Bruce Mouat,SCO,LOST,1,Glenn Howard,CAN,WON,4
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Brad Jacobs,CAN,WON,4,Ross Paterson,SCO,LOST,1
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Niklas Edin,SWE,LOST,2,Reid Carruthers,CAN,WON,3
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Brad Gushue,CAN,WON,4,John Epping,CAN,LOST,0
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Kevin Koe,CAN,WON,5,Ross Paterson,SCO,LOST,2
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Jason Gunnlaugson,CAN,WON,3,John Epping,CAN,LOST,2
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Brad Gushue,CAN,WON,2,Bruce Mouat,SCO,LOST,0
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Kevin Koe,CAN,LOST,1,Reid Carruthers,CAN,WON,2
Princess Auto Elite 10,Curling,Team,Men,9/28/18,Niklas Edin,SWE,LOST,0,Brad Jacobs,CAN,WON,3
Princess Auto Elite 10,Curling,Team,Men,9/29/18,Glenn Howard,CAN,LOST,0,John Epping,CAN,WON,4
Princess Auto Elite 10,Curling,Team,Men,9/29/18,Kevin Koe,CAN,LOST,1,Brad Jacobs,CAN,WON,4
Princess Auto Elite 10,Curling,Team,Men,9/29/18,Reid Carruthers,CAN,WON,3,John Epping,CAN,LOST,2
Princess Auto Elite 10,Curling,Team,Men,9/29/18,Brad Gushue,CAN,WON,4,Brad Jacobs,CAN,LOST,2
Princess Auto Elite 10,Curling,Team,Men,9/30/18,Reid Carruthers,CAN,LOST,1,Brad Gushue,CAN,WON,2
Princess Auto Elite 10,Curling,Team,Women,9/26/18,Jennifer Jones,CAN,WON,4,Chelsea Carey,CAN,LOST,0
Princess Auto Elite 10,Curling,Team,Women,9/26/18,Anna Hasselborg,SWE,WON,4,Jamie Sinclair,USA,LOST,1
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Nina Roth,USA,LOST,2,Casey Scheidegger,CAN,WON,3
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Tracy Fleury,CAN,LOST,3,Laura Walker,CAN,WON,4
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Rachel Homan,CAN,WON,4,Jamie Sinclair,USA,LOST,2
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Tracy Fleury,CAN,LOST,0,Chelsea Carey,CAN,WON,4
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Jennifer Jones,CAN,WON,5,Silvana Tirinzoni,SUI,LOST,2
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Anna Hasselborg,SWE,WON,3,Casey Scheidegger,CAN,LOST,1
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Jennifer Jones,CAN,WON,4,Laura Walker,CAN,LOST,1
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Rachel Homan,CAN,LOST,0,Nina Roth,USA,WON,3
Princess Auto Elite 10,Curling,Team,Women,9/27/18,Chelsea Carey,CAN,LOST,2,Silvana Tirinzoni,SUI,WON,4
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Laura Walker,CAN,WON,3,Chelsea Carey,CAN,LOST,2
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Jamie Sinclair,USA,WON,4,Nina Roth,USA,LOST,2
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Tracy Fleury,CAN,WON,3,Silvana Tirinzoni,SUI,LOST,2
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Anna Hasselborg,SWE,WON,3,Nina Roth,USA,LOST,1
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Rachel Homan,CAN,WON,4,Casey Scheidegger,CAN,LOST,3
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Laura Walker,CAN,LOST,2,Silvana Tirinzoni,SUI,WON,4
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Jennifer Jones,CAN,WON,4,Tracy Fleury,CAN,LOST,3
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Anna Hasselborg,SWE,WON,4,Rachel Homan,CAN,LOST,3
Princess Auto Elite 10,Curling,Team,Women,9/28/18,Jamie Sinclair,USA,LOST,1,Casey Scheidegger,CAN,WON,4
Princess Auto Elite 10,Curling,Team,Women,9/29/18,Casey Scheidegger,CAN,LOST,1,Rachel Homan,CAN,WON,3
Princess Auto Elite 10,Curling,Team,Women,9/29/18,Silvana Tirinzoni,SUI,WON,3,Laura Walker,CAN,LOST,1
Princess Auto Elite 10,Curling,Team,Women,9/29/18,Anna Hasselborg,SWE,WON,3,Rachel Homan,CAN,LOST,2
Princess Auto Elite 10,Curling,Team,Women,9/29/18,Jennifer Jones,CAN,LOST,2,Silvana Tirinzoni,SUI,WON,3
Princess Auto Elite 10,Curling,Team,Women,9/30/18,Anna Hasselborg,SWE,WON,4,Silvana Tirinzoni,SUI,LOST,0
Canadian Beef Masters of Curling,Curling,Team,Men,10/23/18,Glenn Howard,CAN,LOST,2,Jamie Murphy,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Men,10/23/18,John Shuster,USA,WON,8,Matt Dunstone,CAN,LOST,7
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,Niklas Edin,SWE,WON,7,Ross Paterson,SCO,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,Bruce Mouat,SCO,WON,7,Steffen Walstad,NOR,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,Jason Gunnlaugson,CAN,LOST,4,Reid Carruthers,CAN,WON,8
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,John Epping,CAN,WON,7,Yannick Schwaller,SUI,LOST,5
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,Kevin Koe,CAN,WON,8,Jamie Murphy,CAN,LOST,5
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,Bruce Mouat,SCO,WON,8,Glenn Howard,CAN,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,Brad Jacobs,CAN,LOST,3,Ross Paterson,SCO,WON,7
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,Brad Gushue,CAN,WON,7,Matt Dunstone,CAN,LOST,6
Canadian Beef Masters of Curling,Curling,Team,Men,10/24/18,Jason Gunnlaugson,CAN,LOST,1,John Shuster,USA,WON,8
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,John Epping,CAN,WON,7,Brad Jacobs,CAN,LOST,6
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,Niklas Edin,SWE,WON,7,Yannick Schwaller,SUI,LOST,4
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,Kevin Koe,CAN,WON,8,Steffen Walstad,NOR,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,Reid Carruthers,CAN,WON,5,John Shuster,USA,LOST,4
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,John Epping,CAN,LOST,7,Ross Paterson,SCO,WON,8
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,Kevin Koe,CAN,WON,7,Glenn Howard,CAN,LOST,1
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,Bruce Mouat,SCO,WON,9,Jamie Murphy,CAN,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,Jason Gunnlaugson,CAN,LOST,3,Matt Dunstone,CAN,WON,7
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,Niklas Edin,SWE,WON,8,Brad Jacobs,CAN,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Men,10/25/18,Brad Gushue,CAN,WON,5,Reid Carruthers,CAN,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Ross Paterson,SCO,WON,7,Yannick Schwaller,SUI,LOST,5
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Steffen Walstad,NOR,LOST,2,Jamie Murphy,CAN,WON,9
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Brad Gushue,CAN,LOST,4,John Shuster,USA,WON,8
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Reid Carruthers,CAN,LOST,1,Matt Dunstone,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Niklas Edin,SWE,LOST,1,John Epping,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Brad Jacobs,CAN,LOST,1,Yannick Schwaller,SUI,WON,7
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Steffen Walstad,NOR,LOST,2,Glenn Howard,CAN,WON,7
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Kevin Koe,CAN,WON,8,Bruce Mouat,SCO,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Men,10/26/18,Brad Gushue,CAN,WON,8,Jason Gunnlaugson,CAN,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Men,10/27/18,Reid Carruthers,CAN,LOST,4,Jamie Murphy,CAN,WON,5
Canadian Beef Masters of Curling,Curling,Team,Men,10/27/18,Matt Dunstone,CAN,WON,7,Jamie Murphy,CAN,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Men,10/27/18,Bruce Mouat,SCO,WON,9,John Shuster,USA,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Men,10/27/18,Ross Paterson,SCO,LOST,5,John Epping,CAN,WON,9
Canadian Beef Masters of Curling,Curling,Team,Men,10/27/18,Niklas Edin,SWE,WON,4,Brad Gushue,CAN,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Men,10/27/18,Kevin Koe,CAN,WON,6,Matt Dunstone,CAN,LOST,4
Canadian Beef Masters of Curling,Curling,Team,Men,10/28/18,Kevin Koe,CAN,WON,6,Bruce Mouat,SCO,LOST,5
Canadian Beef Masters of Curling,Curling,Team,Men,10/28/18,John Epping,CAN,WON,8,Niklas Edin,SWE,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Men,10/28/18,Kevin Koe,CAN,LOST,4,John Epping,CAN,WON,7
Canadian Beef Masters of Curling,Curling,Team,Women,10/23/18,Jamie Sinclair,USA,LOST,3,Satsuki Fujisawa,JPN,WON,8
Canadian Beef Masters of Curling,Curling,Team,Women,10/23/18,Silvana Tirinzoni,SUI,LOST,4,Kaitlyn Jones,CAN,WON,7
Canadian Beef Masters of Curling,Curling,Team,Women,10/23/18,Rachel Homan,CAN,WON,6,Tracy Fleury,CAN,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Nina Roth,USA,LOST,5,Chelsea Carey,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Anna Hasselborg,SWE,LOST,5,Casey Scheidegger,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Eve Muirhead,SCO,LOST,4,Darcy Robertson,CAN,WON,8
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Tracy Fleury,CAN,LOST,3,Kerri Einarson,CAN,WON,7
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Laura Walker,CAN,LOST,6,Jamie Sinclair,USA,WON,7
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Eve Muirhead,SCO,LOST,4,Nina Roth,USA,WON,8
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Satsuki Fujisawa,JPN,LOST,6,Casey Scheidegger,CAN,WON,7
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Jennifer Jones,CAN,WON,7,Darcy Robertson,CAN,LOST,6
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Rachel Homan,CAN,WON,8,Silvana Tirinzoni,SUI,LOST,7
Canadian Beef Masters of Curling,Curling,Team,Women,10/24/18,Kerri Einarson,CAN,LOST,5,Kaitlyn Jones,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Laura Walker,CAN,WON,7,Satsuki Fujisawa,JPN,LOST,6
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Tracy Fleury,CAN,WON,8,Silvana Tirinzoni,SUI,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Jamie Sinclair,USA,LOST,0,Casey Scheidegger,CAN,WON,4
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Nina Roth,USA,LOST,2,Darcy Robertson,CAN,WON,10
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Jennifer Jones,CAN,WON,11,Chelsea Carey,CAN,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Rachel Homan,CAN,WON,8,Kerri Einarson,CAN,LOST,1
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Anna Hasselborg,SWE,WON,6,Laura Walker,CAN,LOST,4
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Jennifer Jones,CAN,WON,5,Eve Muirhead,SCO,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Women,10/25/18,Tracy Fleury,CAN,WON,7,Kaitlyn Jones,CAN,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Anna Hasselborg,SWE,WON,7,Jamie Sinclair,USA,LOST,1
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Kerri Einarson,CAN,WON,5,Silvana Tirinzoni,SUI,LOST,4
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Darcy Robertson,CAN,LOST,4,Chelsea Carey,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Rachel Homan,CAN,LOST,5,Kaitlyn Jones,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Laura Walker,CAN,WON,6,Casey Scheidegger,CAN,LOST,4
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Jennifer Jones,CAN,LOST,7,Nina Roth,USA,WON,8
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Eve Muirhead,SCO,WON,4,Chelsea Carey,CAN,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Anna Hasselborg,SWE,LOST,4,Satsuki Fujisawa,JPN,WON,5
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Laura Walker,CAN,LOST,2,Tracy Fleury,CAN,WON,9
Canadian Beef Masters of Curling,Curling,Team,Women,10/26/18,Satsuki Fujisawa,JPN,LOST,3,Darcy Robertson,CAN,WON,6
Canadian Beef Masters of Curling,Curling,Team,Women,10/27/18,Anna Hasselborg,SWE,WON,7,Kerri Einarson,CAN,LOST,2
Canadian Beef Masters of Curling,Curling,Team,Women,10/27/18,Chelsea Carey,CAN,WON,6,Nina Roth,USA,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Women,10/27/18,Casey Scheidegger,CAN,WON,6,Tracy Fleury,CAN,LOST,4
Canadian Beef Masters of Curling,Curling,Team,Women,10/27/18,Jennifer Jones,CAN,LOST,4,Anna Hasselborg,SWE,WON,8
Canadian Beef Masters of Curling,Curling,Team,Women,10/27/18,Rachel Homan,CAN,WON,8,Darcy Robertson,CAN,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Women,10/27/18,Kaitlyn Jones,CAN,LOST,3,Chelsea Carey,CAN,WON,7
Canadian Beef Masters of Curling,Curling,Team,Women,10/28/18,Casey Scheidegger,CAN,LOST,4,Anna Hasselborg,SWE,WON,8
Canadian Beef Masters of Curling,Curling,Team,Women,10/28/18,Rachel Homan,CAN,WON,6,Chelsea Carey,CAN,LOST,3
Canadian Beef Masters of Curling,Curling,Team,Women,10/28/18,Anna Hasselborg,SWE,WON,8,Rachel Homan,CAN,LOST,7
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/6/18,Glenn Howard,CAN,WON,9,Braden Calvert,CAN,LOST,2
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/6/18,Brad Gushue,CAN,WON,7,Rich Ruohonen,USA,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/6/18,John Shuster,USA,WON,6,Matt Dunstone,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,Niklas Edin,SWE,LOST,4,Peter De Cruz,SUI,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,Jason Gunnlaugson,CAN,LOST,4,Rich Ruohonen,USA,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,Reid Carruthers,CAN,LOST,5,John Shuster,USA,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,John Epping,CAN,WON,8,Ross Paterson,SCO,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,Brad Jacobs,CAN,WON,5,Brendan Bottcher,CAN,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,Kevin Koe,CAN,WON,6,Braden Calvert,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,Brad Gushue,CAN,WON,10,John Epping,CAN,LOST,8
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,Niklas Edin,SWE,LOST,4,Matt Dunstone,CAN,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/7/18,Brendan Bottcher,CAN,WON,5,Glenn Howard,CAN,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,Peter De Cruz,SUI,WON,8,Reid Carruthers,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,Jason Gunnlaugson,CAN,LOST,4,Ross Paterson,SCO,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,Brad Jacobs,CAN,WON,5,Braden Calvert,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,Niklas Edin,SWE,LOST,3,John Shuster,USA,WON,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,Kevin Koe,CAN,LOST,1,Brendan Bottcher,CAN,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,Reid Carruthers,CAN,WON,5,Matt Dunstone,CAN,LOST,2
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,Brad Jacobs,CAN,WON,5,Glenn Howard,CAN,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,John Epping,CAN,LOST,4,Rich Ruohonen,USA,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/8/18,Brad Gushue,CAN,WON,6,Jason Gunnlaugson,CAN,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,Ross Paterson,SCO,LOST,5,Rich Ruohonen,USA,WON,10
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,Kevin Koe,CAN,LOST,2,Glenn Howard,CAN,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,John Epping,CAN,LOST,1,Jason Gunnlaugson,CAN,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,Peter De Cruz,SUI,WON,6,John Shuster,USA,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,Niklas Edin,SWE,WON,4,Reid Carruthers,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,Brendan Bottcher,CAN,WON,7,Braden Calvert,CAN,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,Peter De Cruz,SUI,LOST,4,Matt Dunstone,CAN,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,Kevin Koe,CAN,WON,3,Brad Jacobs,CAN,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/9/18,Brad Gushue,CAN,WON,6,Ross Paterson,SCO,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/10/18,Matt Dunstone,CAN,LOST,4,Glenn Howard,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/10/18,Brad Gushue,CAN,LOST,4,Glenn Howard,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/10/18,Brendan Bottcher,CAN,WON,5,Rich Ruohonen,USA,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/10/18,Peter De Cruz,SUI,WON,7,Kevin Koe,CAN,LOST,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/10/18,Brad Jacobs,CAN,WON,7,John Shuster,USA,LOST,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/10/18,Glenn Howard,CAN,LOST,2,Brendan Bottcher,CAN,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/10/18,Peter De Cruz,SUI,LOST,3,Brad Jacobs,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,11/11/18,Brendan Bottcher,CAN,LOST,5,Brad Jacobs,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/6/18,Chelsea Carey,CAN,WON,5,Jamie Sinclair,USA,LOST,2
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/6/18,Laura Walker,CAN,WON,8,Krista McCarville,CAN,LOST,2
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Isabella Wrana,SWE,LOST,1,Allison Flaxey,CAN,WON,9
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Casey Scheidegger,CAN,LOST,5,Darcy Robertson,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Kerri Einarson,CAN,WON,5,Cory Christensen,USA,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Nina Roth,USA,WON,6,Silvana Tirinzoni,SUI,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Jennifer Jones,CAN,LOST,6,Isabella Wrana,SWE,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Rachel Homan,CAN,WON,7,Jamie Sinclair,USA,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Tracy Fleury,CAN,WON,8,Laura Walker,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Darcy Robertson,CAN,WON,7,Krista McCarville,CAN,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Kerri Einarson,CAN,WON,7,Chelsea Carey,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Women,11/7/18,Silvana Tirinzoni,SUI,WON,7,Allison Flaxey,CAN,LOST,2
